name	category	source_db_name	source_db_version
IFNA6	ENZYME	Pharos	5-Jun-23
IVD	ENZYME	Pharos	5-Jun-23
KATNA1	ENZYME	Pharos	5-Jun-23
LCT	ENZYME	HumanProteinAtlas	19.3
LIPA	ENZYME	HumanProteinAtlas	19.3
LMBRD1	TRANSPORTER	HumanProteinAtlas	19.3
LRSAM1	ENZYME	HumanProteinAtlas	19.3
LYZ	ENZYME	HumanProteinAtlas	19.3
MANBA	ENZYME	HumanProteinAtlas	19.3
MAPK12	ENZYME	HumanProteinAtlas	19.3
MBOAT7	ENZYME	HumanProteinAtlas	19.3
MCCC2	ENZYME	HumanProteinAtlas	19.3
MCM9	ENZYME	HumanProteinAtlas	19.3
MICU1	TRANSPORTER	HumanProteinAtlas	19.3
MPI	ENZYME	HumanProteinAtlas	19.3
MT-CO3	TRANSPORTER	HumanProteinAtlas	19.3
MTHFR	ENZYME	HumanProteinAtlas	19.3
MTRR	ENZYME	HumanProteinAtlas	19.3
NAA10	ENZYME	HumanProteinAtlas	19.3
NDUFAF7	ENZYME	HumanProteinAtlas	19.3
NEK8	ENZYME	HumanProteinAtlas	19.3
NIPA1	TRANSPORTER	HumanProteinAtlas	19.3
NSDHL	ENZYME	HumanProteinAtlas	19.3
NUP188	TRANSPORTER	HumanProteinAtlas	19.3
NUP93	TRANSPORTER	HumanProteinAtlas	19.3
OPA1	TRANSPORTER	HumanProteinAtlas	19.3
OPA1	ENZYME	HumanProteinAtlas	19.3
ORAI1	TRANSPORTER	HumanProteinAtlas	19.3
KHK	KINASE	Pharos	5-Jun-23
KHK	ENZYME	Pharos	5-Jun-23
OTULIN	ENZYME	HumanProteinAtlas	19.3
PADI3	ENZYME	HumanProteinAtlas	19.3
PARK7	ENZYME	HumanProteinAtlas	19.3
PCK1	ENZYME	HumanProteinAtlas	19.3
PDHB	ENZYME	HumanProteinAtlas	19.3
PEX10	TRANSPORTER	HumanProteinAtlas	19.3
PEX16	TRANSPORTER	HumanProteinAtlas	19.3
PGK 1.00	ENZYME	HumanProteinAtlas	19.3
PIGA	ENZYME	HumanProteinAtlas	19.3
PKLR	ENZYME	HumanProteinAtlas	19.3
PLCB1	ENZYME	HumanProteinAtlas	19.3
PLD1	ENZYME	HumanProteinAtlas	19.3
PMPCA	ENZYME	HumanProteinAtlas	19.3
PNPLA4	ENZYME	HumanProteinAtlas	19.3
POFUT1	ENZYME	HumanProteinAtlas	19.3
POLR3B	ENZYME	HumanProteinAtlas	19.3
POR	ENZYME	HumanProteinAtlas	19.3
PRF1	TRANSPORTER	HumanProteinAtlas	19.3
PRKD1	ENZYME	HumanProteinAtlas	19.3
PRNP	TRANSPORTER	HumanProteinAtlas	19.3
PRNP	CELL SURFACE	HumanProteinAtlas	19.3
PRPS1	ENZYME	HumanProteinAtlas	19.3
PRSS12	ENZYME	HumanProteinAtlas	19.3
PRUNE1	ENZYME	HumanProteinAtlas	19.3
PSPH	ENZYME	HumanProteinAtlas	19.3
PTEN	ENZYME	HumanProteinAtlas	19.3
PTGDR	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
PTPRN2	ENZYME	HumanProteinAtlas	19.3
PTPRO	ENZYME	HumanProteinAtlas	19.3
KIF20B	ENZYME	Pharos	5-Jun-23
SDS	ENZYME	Pharos	5-Jun-23
QDPR	ENZYME	HumanProteinAtlas	19.3
RDH11	ENZYME	HumanProteinAtlas	19.3
RGR	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
RNASEH2A	ENZYME	HumanProteinAtlas	19.3
RNF216	ENZYME	HumanProteinAtlas	19.3
ROR2	ENZYME	HumanProteinAtlas	19.3
RXFP2	G PROTEIN COUPLED RECEPTOR	HumanProteinAtlas	19.3
SEC63	TRANSPORTER	HumanProteinAtlas	19.3
SETD2	ENZYME	HumanProteinAtlas	19.3
SLC13A5	TRANSPORTER	HumanProteinAtlas	19.3
SLC1A2	TRANSPORTER	HumanProteinAtlas	19.3
SLC25A12	TRANSPORTER	HumanProteinAtlas	19.3
SLC25A26	TRANSPORTER	HumanProteinAtlas	19.3
SLC26A2	TRANSPORTER	HumanProteinAtlas	19.3
SLC29A3	TRANSPORTER	HumanProteinAtlas	19.3
SLC33A1	TRANSPORTER	HumanProteinAtlas	19.3
SLC36A2	TRANSPORTER	HumanProteinAtlas	19.3
SLC4A4	TRANSPORTER	HumanProteinAtlas	19.3
SLC6A20	TRANSPORTER	HumanProteinAtlas	19.3
SLC9A1	TRANSPORTER	HumanProteinAtlas	19.3
SMPD1	ENZYME	HumanProteinAtlas	19.3
SPTLC1	ENZYME	HumanProteinAtlas	19.3
ST3GAL3	ENZYME	HumanProteinAtlas	19.3
STK10	ENZYME	HumanProteinAtlas	19.3
SUCLA2	ENZYME	HumanProteinAtlas	19.3
SYP	TRANSPORTER	HumanProteinAtlas	19.3
TARS2	ENZYME	HumanProteinAtlas	19.3
TEX14	TRANSPORTER	HumanProteinAtlas	19.3
TEX14	ENZYME	HumanProteinAtlas	19.3
TMC1	TRANSPORTER	HumanProteinAtlas	19.3
TMEM67	TRANSPORTER	HumanProteinAtlas	19.3
TNIK	ENZYME	HumanProteinAtlas	19.3
TPR	TRANSPORTER	HumanProteinAtlas	19.3
TRIM27	ENZYME	HumanProteinAtlas	19.3
TRMT5	ENZYME	HumanProteinAtlas	19.3
TRPM1	ION CHANNEL	HumanProteinAtlas	19.3
UBA1	ENZYME	HumanProteinAtlas	19.3
UCHL1	ENZYME	HumanProteinAtlas	19.3
UGT1A4	ENZYME	HumanProteinAtlas	19.3
UROC1	ENZYME	HumanProteinAtlas	19.3
USP27X	ENZYME	HumanProteinAtlas	19.3
WFS1	TRANSPORTER	HumanProteinAtlas	19.3
XYLT2	ENZYME	HumanProteinAtlas	19.3
ZDHHC15	ENZYME	HumanProteinAtlas	19.3
ACADL	ENZYME	Pharos	5-Jun-23
TMEM86B	ENZYME	Pharos	5-Jun-23
MMP9	ENZYME	Pharos	5-Jun-23
MAGEB2	ENZYME	Pharos	5-Jun-23
MGMT	ENZYME	Pharos	5-Jun-23
MRI1	ENZYME	Pharos	5-Jun-23
MID1IP1	ENZYME	Pharos	5-Jun-23
ENSEMBL:ENSG00000197119	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000100450	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000147485	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000171496	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000172519	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000141298	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000169313	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000001630	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000125510	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000166278	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000177453	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000141551	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000176205	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000082556	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000197993	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000164742	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000136807	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000089041	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000186509	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000179546	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000139567	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000105639	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000139679	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000103222	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000172769	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000183134	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000166363	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198787	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000196839	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000123146	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000185926	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000176555	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000171051	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000135569	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000080823	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000183313	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000122966	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000042286	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000161905	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000179002	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000173517	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000078142	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000065883	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000092529	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000050748	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000066056	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000135929	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000167723	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000148795	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000171596	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000149133	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000068383	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000197573	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000101846	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000144659	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000086288	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000165349	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000069122	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000135902	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000019991	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000103546	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000179817	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000174326	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000145808	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000184908	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000148832	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000123572	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000083290	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000172955	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000175898	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000176951	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000164344	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000103023	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000122696	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000164885	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000175143	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198657	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000134817	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000157106	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000123505	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000179403	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000148680	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000181689	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000145194	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000119686	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000073734	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000112893	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000152779	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000124159	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000168079	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000123901	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000151655	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000197674	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000072195	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198092	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000147507	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000144891	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000185313	DRUGGABLE GENOME	RussLampel	26-Jul-11
MORC2	ENZYME	Pharos	5-Jun-23
MYOG	TRANSCRIPTION FACTOR	Pharos	5-Jun-23
MYOG	ENZYME	Pharos	5-Jun-23
GALNS	ENZYME	Pharos	5-Jun-23
ENSEMBL:ENSG00000196811	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000129437	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000134072	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000044524	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000173250	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000079393	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000170255	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000176387	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000162728	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000121807	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000089558	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000112033	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000080469	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000165841	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000181408	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198805	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000182687	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000134917	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000164715	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000177275	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000013293	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000171453	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000168482	DRUGGABLE GENOME	RussLampel	26-Jul-11
AMDHD2	ENZYME	Pharos	5-Jun-23
ENSEMBL:ENSG00000152495	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198396	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000182902	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000100453	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000170929	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000172460	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000196832	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000197944	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000174840	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000139626	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000173020	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000099960	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000142875	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000067900	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000196119	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000177151	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000112742	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000179914	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000100784	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000080031	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000159082	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000175344	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000188691	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000113262	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000121031	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000119408	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000179869	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000137285	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000182544	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000104321	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000013288	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000127952	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000156873	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000121281	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000159495	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000164129	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000168959	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000148110	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000128059	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000164099	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000139610	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000119723	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000061938	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000148339	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198001	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000129636	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000101203	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000105723	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000142330	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000188130	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000182735	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000141434	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000038382	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000167065	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000118046	DRUGGABLE GENOME	RussLampel	26-Jul-11
IKZF1	TRANSCRIPTION FACTOR	Pharos	5-Jun-23
ENSEMBL:ENSG00000164588	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000007264	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000155093	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000117114	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000135049	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000170075	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000183150	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000085491	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000111640	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000117601	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000188558	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000198461	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000158769	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000166479	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000114487	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000114200	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000197208	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000172660	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000138823	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000112459	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000114923	DRUGGABLE GENOME	RussLampel	26-Jul-11
NPL	ENZYME	Pharos	5-Jun-23
NTMT1	ENZYME	Pharos	5-Jun-23
ENSEMBL:ENSG00000163485	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000147471	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000184303	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000074590	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000154736	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000180772	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000131462	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000166682	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000103507	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000157703	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000159348	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000122718	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000072133	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000130758	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000072062	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000161542	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000150995	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000196248	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000100823	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000162687	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000076201	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000169682	DRUGGABLE GENOME	RussLampel	26-Jul-11
SIRT1	KINASE	Pharos	5-Jun-23
SIRT1	TRANSCRIPTION FACTOR	Pharos	5-Jun-23
SIRT1	ENZYME	Pharos	5-Jun-23
NDUFA8	ENZYME	Pharos	5-Jun-23
NDUFB3	ENZYME	Pharos	5-Jun-23
CDK3	KINASE	Pharos	5-Jun-23
CDK3	TRANSCRIPTION FACTOR	Pharos	5-Jun-23
CCNH	KINASE	Pharos	5-Jun-23
CCNH	TRANSCRIPTION FACTOR	Pharos	5-Jun-23
ENSEMBL:ENSG00000066468	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000006756	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000165752	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000108602	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000168594	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000184394	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000178358	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000088836	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000166148	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000167825	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000185974	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000110422	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000084674	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000137675	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000163581	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000189409	DRUGGABLE GENOME	RussLampel	26-Jul-11
ENSEMBL:ENSG00000175591	DRUGGABLE GENOME	RussLampel	26-Jul-11
